name,url,url status,api_endpoint,api status
County Vet Pop_Missouri,https://capmanagementllc.partner.socrata.com/d/xwc5-i99k,,https://capmanagementllc.partner.socrata.com/resource/xwc5-i99k.json,
County Vet Pop_Mississippi,https://capmanagementllc.partner.socrata.com/d/un8n-9zbf,,https://capmanagementllc.partner.socrata.com/resource/un8n-9zbf.json,
CMS Accountable Care Organization Participants,https://capmanagementllc.partner.socrata.com/d/hrtd-uz32,,https://capmanagementllc.partner.socrata.com/resource/hrtd-uz32.json,
CMS Agency for Healthcare Research and Quality (AHRQ) Patient Safety Indicator 11 (PSI-11) Measure Rates,https://capmanagementllc.partner.socrata.com/d/kjig-3rr7,,https://capmanagementllc.partner.socrata.com/resource/kjig-3rr7.json,
County Vet Pop_New Jersey,https://capmanagementllc.partner.socrata.com/d/3gzt-2drz,,https://capmanagementllc.partner.socrata.com/resource/3gzt-2drz.json,
FRA - Casualties,https://capmanagementllc.partner.socrata.com/stories/s/5s2u-um52/preview,,,
Validator Logs,https://capmanagementllc.partner.socrata.com/d/ir2s-fux5,,https://capmanagementllc.partner.socrata.com/resource/ir2s-fux5.json,
Logs Test,https://capmanagementllc.partner.socrata.com/d/4hfm-xsnr/revisions/258,,,
delete this please,https://capmanagementllc.partner.socrata.com/d/fayb-93us/revisions/0,,,
For Testing Purposes,https://capmanagementllc.partner.socrata.com/stories/s/bxfg-z56h,,,
Milo Test Area,https://capmanagementllc.partner.socrata.com/stories/s/4zkt-iqxr/preview,,,
medical data test,https://capmanagementllc.partner.socrata.com/d/ckn5-pqve,,https://capmanagementllc.partner.socrata.com/resource/ckn5-pqve.json,
View based on DOT-FRA - Detailed Olrik Dataset,https://capmanagementllc.partner.socrata.com/d/j9av-y5qi,,https://capmanagementllc.partner.socrata.com/resource/j9av-y5qi.json,
Sample interactive table,https://capmanagementllc.partner.socrata.com/stories/s/8ejc-4pag,,,
OCIO 6.3.2 Sample Visualization Page For Approval,https://capmanagementllc.partner.socrata.com/stories/s/qn3r-hgtt/preview,,,
2021 Roads Tiger,https://capmanagementllc.partner.socrata.com/d/updk-e5rq,,https://capmanagementllc.partner.socrata.com/resource/updk-e5rq.json,
Fair Market Rents (2022),https://capmanagementllc.partner.socrata.com/d/se6i-p6vs,,https://capmanagementllc.partner.socrata.com/resource/se6i-p6vs.json,
Reader to writer,https://capmanagementllc.partner.socrata.com/d/8af6-r95g,,https://capmanagementllc.partner.socrata.com/resource/8af6-r95g.json,
Test Dataset(202),https://capmanagementllc.partner.socrata.com/d/pvy3-eavb,,https://capmanagementllc.partner.socrata.com/resource/pvy3-eavb.json,
View based on Master Goal ID for Testing DOT,https://capmanagementllc.partner.socrata.com/d/jsva-x5wm,,https://capmanagementllc.partner.socrata.com/resource/jsva-x5wm.json,
Validator Logs T,https://capmanagementllc.partner.socrata.com/d/dgva-mvdt/revisions/35,,,
Validator Logs T,https://capmanagementllc.partner.socrata.com/d/dgva-mvdt/revisions/14,,,
Validator Logs T,https://capmanagementllc.partner.socrata.com/d/dgva-mvdt/revisions/20,,,
2.08 Datasets Story,https://capmanagementllc.partner.socrata.com/stories/s/jz55-pucs,,,
County Maps,https://capmanagementllc.partner.socrata.com/d/b48i-x3kb,,https://capmanagementllc.partner.socrata.com/resource/b48i-x3kb.json,
View based on View based on Form 57 (Updated 10.2.22) - Team 2,https://capmanagementllc.partner.socrata.com/d/arqg-bvcx,,https://capmanagementllc.partner.socrata.com/resource/arqg-bvcx.json,
r3,https://capmanagementllc.partner.socrata.com/d/h37j-hd7v,,https://capmanagementllc.partner.socrata.com/resource/h37j-hd7v.json,
View based on NCVAS State Summaries - VA Facilities,https://capmanagementllc.partner.socrata.com/d/sd3n-q77i,,https://capmanagementllc.partner.socrata.com/resource/sd3n-q77i.json,
View based on View based on Alabama Population by County,https://capmanagementllc.partner.socrata.com/d/g5f3-fqpc,,https://capmanagementllc.partner.socrata.com/resource/g5f3-fqpc.json,
Program Analytics: Tags Audit,https://capmanagementllc.partner.socrata.com/d/vmhj-6v8z,,https://capmanagementllc.partner.socrata.com/resource/vmhj-6v8z.json,
5.10 Private MV,https://capmanagementllc.partner.socrata.com/d/2x5u-65jm,,https://capmanagementllc.partner.socrata.com/resource/2x5u-65jm.json,
CA Auto 19-22,https://capmanagementllc.partner.socrata.com/d/52vu-hjyd,,https://capmanagementllc.partner.socrata.com/resource/52vu-hjyd.json,
CA Pick Up Truck 19-22,https://capmanagementllc.partner.socrata.com/d/nt25-3dhf,,https://capmanagementllc.partner.socrata.com/resource/nt25-3dhf.json,
Texas Truck,https://capmanagementllc.partner.socrata.com/d/sky2-4xnh,,https://capmanagementllc.partner.socrata.com/resource/sky2-4xnh.json,
4.13 Tres Inj by RR Age 30 to 39,https://capmanagementllc.partner.socrata.com/d/5egg-rb9e,,https://capmanagementllc.partner.socrata.com/resource/5egg-rb9e.json,
4.13 Tres Inj by RR Age 20-29,https://capmanagementllc.partner.socrata.com/d/gh5z-yz2i,,https://capmanagementllc.partner.socrata.com/resource/gh5z-yz2i.json,
4.13 Tres Inj by RR Age 13 to 19,https://capmanagementllc.partner.socrata.com/d/gy5e-t9uv,,https://capmanagementllc.partner.socrata.com/resource/gy5e-t9uv.json,
4.13 State Killed Count,https://capmanagementllc.partner.socrata.com/d/9926-tq9a,,https://capmanagementllc.partner.socrata.com/resource/9926-tq9a.json,
Form 55a (Master) team 1,https://capmanagementllc.partner.socrata.com/d/ddgj-6hdr,,https://capmanagementllc.partner.socrata.com/resource/ddgj-6hdr.json,
5.14 Totals,https://capmanagementllc.partner.socrata.com/d/br3q-3zfp,,https://capmanagementllc.partner.socrata.com/resource/br3q-3zfp.json,
Highway Railroad Grade Crossing Option A,https://capmanagementllc.partner.socrata.com/stories/s/qs6d-pnwj,,,
CMS Accountable Care Organization Skilled Nursing Facility Affiliates,https://capmanagementllc.partner.socrata.com/d/jb26-tddw,,https://capmanagementllc.partner.socrata.com/resource/jb26-tddw.json,
del me,https://capmanagementllc.partner.socrata.com/stories/s/33wm-ibzb,,,
View based on NCVAS State Summaries - VA Facilities,https://capmanagementllc.partner.socrata.com/d/4xep-hpc4,,https://capmanagementllc.partner.socrata.com/resource/4xep-hpc4.json,
Form 71 Crossing Inventory Master,https://capmanagementllc.partner.socrata.com/d/7u5f-3gmk,,https://capmanagementllc.partner.socrata.com/resource/7u5f-3gmk.json,
For Testing Purposes,https://capmanagementllc.partner.socrata.com/stories/s/bxfg-z56h/preview,,,
2021 County Boundaries (Massachusetts),https://capmanagementllc.partner.socrata.com/d/mqbs-7pky,,https://capmanagementllc.partner.socrata.com/resource/mqbs-7pky.json,
View based on Alabama Population by County,https://capmanagementllc.partner.socrata.com/d/dwyq-x4f9,,https://capmanagementllc.partner.socrata.com/resource/dwyq-x4f9.json,
NOAA - Number of space policy related decision,https://capmanagementllc.partner.socrata.com/d/bxbu-3hmj,,,
View based on Alabama Population by County,https://capmanagementllc.partner.socrata.com/d/h3kb-rncy,,https://capmanagementllc.partner.socrata.com/resource/h3kb-rncy.json,
View based on DOT FRA - Olrik's Dataset (Cleaned Up),https://capmanagementllc.partner.socrata.com/d/yakq-6ubq,,https://capmanagementllc.partner.socrata.com/resource/yakq-6ubq.json,
New York (H),https://capmanagementllc.partner.socrata.com/stories/s/8iuh-yu3z,,,
Medical Board Data,https://capmanagementllc.partner.socrata.com/d/tevb-ag2a/revisions/0,,,
mictest12,https://capmanagementllc.partner.socrata.com/d/fr3a-5ve9/revisions/0,,,
View based on NCVAS County Vet Pop,https://capmanagementllc.partner.socrata.com/d/9bkc-8u3h,,https://capmanagementllc.partner.socrata.com/resource/9bkc-8u3h.json,
View based on NCVAS County Vet Pop,https://capmanagementllc.partner.socrata.com/d/7jn2-37ev,,https://capmanagementllc.partner.socrata.com/resource/7jn2-37ev.json,
shapefile test,https://capmanagementllc.partner.socrata.com/d/9gmg-939w/revisions/0,,,
Json_test,https://capmanagementllc.partner.socrata.com/d/t3rb-wxdz,,https://capmanagementllc.partner.socrata.com/resource/t3rb-wxdz.json,
delete again and again,https://capmanagementllc.partner.socrata.com/d/v46t-xexz,,https://capmanagementllc.partner.socrata.com/resource/v46t-xexz.json,
where name is null and county_name is not null,https://capmanagementllc.partner.socrata.com/d/sy38-6cj7,,https://capmanagementllc.partner.socrata.com/resource/sy38-6cj7.json,
NCVAS State Summaries - TX Facilities (VA Clinic),https://capmanagementllc.partner.socrata.com/d/fagr-9wqc,,https://capmanagementllc.partner.socrata.com/resource/fagr-9wqc.json,
VA Facilities.North Carolina.VA Clinic,https://capmanagementllc.partner.socrata.com/d/jc5c-igr4,,https://capmanagementllc.partner.socrata.com/resource/jc5c-igr4.json,
VA Facilities.Delaware.Inpatient_Care_Sites,https://capmanagementllc.partner.socrata.com/d/chmv-hbp4,,https://capmanagementllc.partner.socrata.com/resource/chmv-hbp4.json,
VA Facilities.North Carolina.Regional Office,https://capmanagementllc.partner.socrata.com/d/rtpw-zvma,,https://capmanagementllc.partner.socrata.com/resource/rtpw-zvma.json,
Kansas.Inpatient Care Sites,https://capmanagementllc.partner.socrata.com/d/bm8i-8qpz,,https://capmanagementllc.partner.socrata.com/resource/bm8i-8qpz.json,
Facilities.Virginia.Regional Office,https://capmanagementllc.partner.socrata.com/d/yqjh-v2fa,,https://capmanagementllc.partner.socrata.com/resource/yqjh-v2fa.json,
Facilities.South Carolina.Cemetery,https://capmanagementllc.partner.socrata.com/d/iqzn-fjrr,,https://capmanagementllc.partner.socrata.com/resource/iqzn-fjrr.json,
VA Facilities.Iowa.Vet_Center,https://capmanagementllc.partner.socrata.com/d/mmjb-uah3,,https://capmanagementllc.partner.socrata.com/resource/mmjb-uah3.json,
VA Facilities_ID,https://capmanagementllc.partner.socrata.com/d/q65c-3i7m,,https://capmanagementllc.partner.socrata.com/resource/q65c-3i7m.json,
Facilities.Arizona.VA Clinic,https://capmanagementllc.partner.socrata.com/d/i2k6-kxby,,https://capmanagementllc.partner.socrata.com/resource/i2k6-kxby.json,
Master Goal ID Dataset for Testing,https://capmanagementllc.partner.socrata.com/d/am73-6zrz,,https://capmanagementllc.partner.socrata.com/resource/am73-6zrz.json,
high school smokers 2,https://capmanagementllc.partner.socrata.com/d/9n9e-43dc,,https://capmanagementllc.partner.socrata.com/resource/9n9e-43dc.json,
CDC Leading Health Indicator,https://capmanagementllc.partner.socrata.com/d/kxuy-2nei,,https://capmanagementllc.partner.socrata.com/resource/kxuy-2nei.json,
Veteran Population County Density with Spatial Data,https://capmanagementllc.partner.socrata.com/d/f4dw-ivtp,,https://capmanagementllc.partner.socrata.com/resource/f4dw-ivtp.json,
sacasc,https://capmanagementllc.partner.socrata.com/d/t3em-utwf,,https://capmanagementllc.partner.socrata.com/resource/t3em-utwf.json,
2023_VA_Joined,https://capmanagementllc.partner.socrata.com/d/fr9i-7azk,,https://capmanagementllc.partner.socrata.com/resource/fr9i-7azk.json,
2023_VA No Outpatient,https://capmanagementllc.partner.socrata.com/d/6uy3-fhi8,,https://capmanagementllc.partner.socrata.com/resource/6uy3-fhi8.json,
County Spatial Data,https://capmanagementllc.partner.socrata.com/d/uswn-ffjg,,https://capmanagementllc.partner.socrata.com/resource/uswn-ffjg.json,
2023_VA State Summaries_Age Over Time Graph,https://capmanagementllc.partner.socrata.com/d/p6b9-f8wa,,https://capmanagementllc.partner.socrata.com/resource/p6b9-f8wa.json,
2023_VA State Summaries_Race Ethnicity,https://capmanagementllc.partner.socrata.com/d/pqv2-6rmm,,https://capmanagementllc.partner.socrata.com/resource/pqv2-6rmm.json,
2023_VA Union,https://capmanagementllc.partner.socrata.com/d/adjt-x5wt,,https://capmanagementllc.partner.socrata.com/resource/adjt-x5wt.json,
2023_VA State Summaries_Expenditures,https://capmanagementllc.partner.socrata.com/d/wjzp-w9iq,,https://capmanagementllc.partner.socrata.com/resource/wjzp-w9iq.json,
Cook East NRCS Soil Series,https://capmanagementllc.partner.socrata.com/d/6xxp-npic,,https://capmanagementllc.partner.socrata.com/resource/6xxp-npic.json,
Goal 1.1.6,https://capmanagementllc.partner.socrata.com/d/2ei6-dpbz,,https://capmanagementllc.partner.socrata.com/resource/2ei6-dpbz.json,
5.14 Railroads at Private X by Motor Vehicle,https://capmanagementllc.partner.socrata.com/d/62ba-65ht,,https://capmanagementllc.partner.socrata.com/resource/62ba-65ht.json,
Railroad Overview Option B,https://capmanagementllc.partner.socrata.com/stories/s/7iy9-pwis,,,
Master 55a With Days of Week,https://capmanagementllc.partner.socrata.com/d/8f6g-fjvk,,https://capmanagementllc.partner.socrata.com/resource/8f6g-fjvk.json,
4.13 Joined Injury Month Day,https://capmanagementllc.partner.socrata.com/d/acey-qchf,,https://capmanagementllc.partner.socrata.com/resource/acey-qchf.json,
4.13 Joined Event Location,https://capmanagementllc.partner.socrata.com/d/8pbi-hbnj,,https://capmanagementllc.partner.socrata.com/resource/8pbi-hbnj.json,
Unemployment Data for Join testing,https://capmanagementllc.partner.socrata.com/d/uuny-2rqd,,https://capmanagementllc.partner.socrata.com/resource/uuny-2rqd.json,
Regional Office,https://capmanagementllc.partner.socrata.com/d/pnnd-qgdm,,https://capmanagementllc.partner.socrata.com/resource/pnnd-qgdm.json,
Vet Center,https://capmanagementllc.partner.socrata.com/d/hc9c-5dah,,https://capmanagementllc.partner.socrata.com/resource/hc9c-5dah.json,
CMS Accountable Care Organization Participants,https://capmanagementllc.partner.socrata.com/d/4t9i-h255,,https://capmanagementllc.partner.socrata.com/resource/4t9i-h255.json,
RPMD:  Resolution of commercial leases that expire this fiscal year (60%),https://capmanagementllc.partner.socrata.com/d/i33y-zgpc,,https://capmanagementllc.partner.socrata.com/resource/i33y-zgpc.json,
I think this is the one,https://capmanagementllc.partner.socrata.com/d/xb89-97md,,https://capmanagementllc.partner.socrata.com/resource/xb89-97md.json,
1.11 Joined,https://capmanagementllc.partner.socrata.com/d/kqjc-pu4j,,https://capmanagementllc.partner.socrata.com/resource/kqjc-pu4j.json,
1.11 Trespass Nonfatal,https://capmanagementllc.partner.socrata.com/d/vrii-r44b,,https://capmanagementllc.partner.socrata.com/resource/vrii-r44b.json,
8.05 Crossing Inventory by State Totals,https://capmanagementllc.partner.socrata.com/d/7dnz-bndy,,https://capmanagementllc.partner.socrata.com/resource/7dnz-bndy.json,
5.10 Totals,https://capmanagementllc.partner.socrata.com/d/ivr8-c4ye,,https://capmanagementllc.partner.socrata.com/resource/ivr8-c4ye.json,
5.14 Highway User Public Other,https://capmanagementllc.partner.socrata.com/d/skic-45sm,,https://capmanagementllc.partner.socrata.com/resource/skic-45sm.json,
5.14 Railroads at Public X by Other,https://capmanagementllc.partner.socrata.com/d/yuj4-bu8y,,https://capmanagementllc.partner.socrata.com/resource/yuj4-bu8y.json,
5.14 Highway User Private MV,https://capmanagementllc.partner.socrata.com/d/kpbt-7byc,,https://capmanagementllc.partner.socrata.com/resource/kpbt-7byc.json,
5.08 Frequency of Crossing Collisions by Most Incidents,https://capmanagementllc.partner.socrata.com/d/2fpg-bmiw,,https://capmanagementllc.partner.socrata.com/resource/2fpg-bmiw.json,
5.14 Warning Public X Motor Vehicle,https://capmanagementllc.partner.socrata.com/d/g9wv-jwce,,https://capmanagementllc.partner.socrata.com/resource/g9wv-jwce.json,
Custom Form Logs Test,https://capmanagementllc.partner.socrata.com/d/r2dt-utd6,,https://capmanagementllc.partner.socrata.com/resource/r2dt-utd6.json,
VA Expenditures National vs Alabama,https://capmanagementllc.partner.socrata.com/d/vaq7-4chm,,https://capmanagementllc.partner.socrata.com/resource/vaq7-4chm.json,
Joined NCVAS VA Expenditures for State Summaries,https://capmanagementllc.partner.socrata.com/d/6f4h-v758/revisions/5,,https://capmanagementllc.partner.socrata.com/resource/6f4h-v758:5.json,
Example,https://capmanagementllc.partner.socrata.com/d/arbb-msj6,,https://capmanagementllc.partner.socrata.com/resource/arbb-msj6.json,
Multi Polygon State Data,https://capmanagementllc.partner.socrata.com/d/fd5m-8ch2,,https://capmanagementllc.partner.socrata.com/resource/fd5m-8ch2.json,
Test Aggregation_highway,https://capmanagementllc.partner.socrata.com/d/v82j-rihb,,https://capmanagementllc.partner.socrata.com/resource/v82j-rihb.json,
State Combined,https://capmanagementllc.partner.socrata.com/d/2tps-b2fb,,https://capmanagementllc.partner.socrata.com/resource/2tps-b2fb.json,
CA Map 19-22 by Highway User,https://capmanagementllc.partner.socrata.com/d/mewv-azne,,https://capmanagementllc.partner.socrata.com/resource/mewv-azne.json,
CA Pedestrian 19-22,https://capmanagementllc.partner.socrata.com/d/dqkg-9gtr,,https://capmanagementllc.partner.socrata.com/resource/dqkg-9gtr.json,
dddd,https://capmanagementllc.partner.socrata.com/d/5kxb-4amf,,https://capmanagementllc.partner.socrata.com/resource/5kxb-4amf.json,
sdcsdc,https://capmanagementllc.partner.socrata.com/d/vbjd-wmzf/revisions/1,,,
Hawaii,https://capmanagementllc.partner.socrata.com/stories/s/mkmn-ggkh,,,
2023_VA_Table,https://capmanagementllc.partner.socrata.com/d/h4jj-cwzn/revisions/16,,https://capmanagementllc.partner.socrata.com/resource/h4jj-cwzn:16.json,
GPRA 1.1,https://capmanagementllc.partner.socrata.com/d/tdr4-q3w2,,https://capmanagementllc.partner.socrata.com/resource/tdr4-q3w2.json,
View based on DOT-FRA - Detailed Olrik Dataset,https://capmanagementllc.partner.socrata.com/d/erje-939p,,https://capmanagementllc.partner.socrata.com/resource/erje-939p.json,
Sample interactive table,https://capmanagementllc.partner.socrata.com/stories/s/8ejc-4pag/preview,,,
Nevada,https://capmanagementllc.partner.socrata.com/stories/s/ditj-3yst/preview,,,
NCVAS State Summaries - TX Facilities (Inpatient Care Sites),https://capmanagementllc.partner.socrata.com/d/kmi6-bq3g,,https://capmanagementllc.partner.socrata.com/resource/kmi6-bq3g.json,
VA Facilities.Montana.Regional Office,https://capmanagementllc.partner.socrata.com/d/yr5p-ct5e,,https://capmanagementllc.partner.socrata.com/resource/yr5p-ct5e.json,
Facilities.Washington.Inpatient Care Sites,https://capmanagementllc.partner.socrata.com/d/cn4q-ehxz,,https://capmanagementllc.partner.socrata.com/resource/cn4q-ehxz.json,
VA Facilities.Michigan,https://capmanagementllc.partner.socrata.com/d/ruza-mm85,,https://capmanagementllc.partner.socrata.com/resource/ruza-mm85.json,
Facilities.South Dakota.Inpatient Care Sites,https://capmanagementllc.partner.socrata.com/d/yt4x-zwuu,,https://capmanagementllc.partner.socrata.com/resource/yt4x-zwuu.json,
Facilities.Arkansas.Inpatient Care Sites,https://capmanagementllc.partner.socrata.com/d/s9vg-qx75,,https://capmanagementllc.partner.socrata.com/resource/s9vg-qx75.json,
Facilities.Rhode Island.Cemetery,https://capmanagementllc.partner.socrata.com/d/ygkc-qm68,,https://capmanagementllc.partner.socrata.com/resource/ygkc-qm68.json,
Facilities.South Carolina.VA Clinic,https://capmanagementllc.partner.socrata.com/d/n9mz-avuj,,https://capmanagementllc.partner.socrata.com/resource/n9mz-avuj.json,
VA Facilities.Oklahoma.VA Clinic,https://capmanagementllc.partner.socrata.com/d/4qz5-4bpe,,https://capmanagementllc.partner.socrata.com/resource/4qz5-4bpe.json,
VA Facilities.New Jersey.Vet Center,https://capmanagementllc.partner.socrata.com/d/dc8n-cxgr,,https://capmanagementllc.partner.socrata.com/resource/dc8n-cxgr.json,
VA Facilities.NevadaVet Center,https://capmanagementllc.partner.socrata.com/d/jbkv-m4si,,https://capmanagementllc.partner.socrata.com/resource/jbkv-m4si.json,
Facilities.Puerto Rico.VA Clinic,https://capmanagementllc.partner.socrata.com/d/suyf-9bxv,,https://capmanagementllc.partner.socrata.com/resource/suyf-9bxv.json,
Facilities.Tennessee.Cemetery,https://capmanagementllc.partner.socrata.com/d/jiep-zia6,,https://capmanagementllc.partner.socrata.com/resource/jiep-zia6.json,
VA Facilities.Nevada,https://capmanagementllc.partner.socrata.com/d/trek-7rp5,,https://capmanagementllc.partner.socrata.com/resource/trek-7rp5.json,
Facilities.Pennsylvania.VA Residential Care Stand Alone,https://capmanagementllc.partner.socrata.com/d/u2zr-t9tr,,https://capmanagementllc.partner.socrata.com/resource/u2zr-t9tr.json,
VA Facilities.Alaska.Cemetery,https://capmanagementllc.partner.socrata.com/d/jej2-pb8y,,https://capmanagementllc.partner.socrata.com/resource/jej2-pb8y.json,
VA Facilities.Minnesota.Cemetery,https://capmanagementllc.partner.socrata.com/d/4i46-73gv,,https://capmanagementllc.partner.socrata.com/resource/4i46-73gv.json,
Facilities.Wyoming.Vet Center,https://capmanagementllc.partner.socrata.com/d/qhaw-27cp,,https://capmanagementllc.partner.socrata.com/resource/qhaw-27cp.json,
VA Facilities.Minnesota.Vet Center,https://capmanagementllc.partner.socrata.com/d/8qyn-wpyc,,https://capmanagementllc.partner.socrata.com/resource/8qyn-wpyc.json,
VA Facilities.Massachusetts.Vet Center,https://capmanagementllc.partner.socrata.com/d/hdch-zzgq,,https://capmanagementllc.partner.socrata.com/resource/hdch-zzgq.json,
VA Facilities.North Dakota,https://capmanagementllc.partner.socrata.com/d/aqbd-c5qk,,https://capmanagementllc.partner.socrata.com/resource/aqbd-c5qk.json,
State Summaries - VA Facilities.Florida,https://capmanagementllc.partner.socrata.com/d/tra2-3rbg,,https://capmanagementllc.partner.socrata.com/resource/tra2-3rbg.json,
VA Facilities.Virgin Islands,https://capmanagementllc.partner.socrata.com/d/bsu7-xb24,,https://capmanagementllc.partner.socrata.com/resource/bsu7-xb24.json,
VA Facilities.Kansas,https://capmanagementllc.partner.socrata.com/d/4t66-wczd,,https://capmanagementllc.partner.socrata.com/resource/4t66-wczd.json,
Kansas.Vet Center,https://capmanagementllc.partner.socrata.com/d/hjs8-47b5,,https://capmanagementllc.partner.socrata.com/resource/hjs8-47b5.json,
VA Facilities.Arizona,https://capmanagementllc.partner.socrata.com/d/9zgz-f9kg,,https://capmanagementllc.partner.socrata.com/resource/9zgz-f9kg.json,
VA Facilities.Kansas,https://capmanagementllc.partner.socrata.com/d/ufq3-zzxt,,https://capmanagementllc.partner.socrata.com/resource/ufq3-zzxt.json,
VA Facilities.Montana.Inpatient Care Sites,https://capmanagementllc.partner.socrata.com/d/vu5f-vab6,,https://capmanagementllc.partner.socrata.com/resource/vu5f-vab6.json,
VA Facilities.Maine.Inpatient Care Sites,https://capmanagementllc.partner.socrata.com/d/2uaf-5a27,,https://capmanagementllc.partner.socrata.com/resource/2uaf-5a27.json,
VA Facilities.New Hampshire.VA Medical Center,https://capmanagementllc.partner.socrata.com/d/3ftt-424t,,https://capmanagementllc.partner.socrata.com/resource/3ftt-424t.json,
VA Facilities.New Mexico.Regional Office,https://capmanagementllc.partner.socrata.com/d/ba54-qktu,,https://capmanagementllc.partner.socrata.com/resource/ba54-qktu.json,
VA Facilities.New Jersey.VA Clinic,https://capmanagementllc.partner.socrata.com/d/bshs-u39b,,https://capmanagementllc.partner.socrata.com/resource/bshs-u39b.json,
VA Facilities.New Mexico.Inpatient Care Sites,https://capmanagementllc.partner.socrata.com/d/dqvs-vkks,,https://capmanagementllc.partner.socrata.com/resource/dqvs-vkks.json,
VA Facilities.Michigan.Inpatient Care Sites,https://capmanagementllc.partner.socrata.com/d/tiye-g4qy,,https://capmanagementllc.partner.socrata.com/resource/tiye-g4qy.json,
Cemetery_LA,https://capmanagementllc.partner.socrata.com/d/62gm-4qy8,,https://capmanagementllc.partner.socrata.com/resource/62gm-4qy8.json,
Facilities.Rhode Island.Regional Office,https://capmanagementllc.partner.socrata.com/d/sn2m-9gpx,,https://capmanagementllc.partner.socrata.com/resource/sn2m-9gpx.json,
WI - VA Facilities.Vet Center Outstation,https://capmanagementllc.partner.socrata.com/d/hefa-amff,,https://capmanagementllc.partner.socrata.com/resource/hefa-amff.json,
WI - VA Facilities.mobileVCTR,https://capmanagementllc.partner.socrata.com/d/mwy2-nzt4,,https://capmanagementllc.partner.socrata.com/resource/mwy2-nzt4.json,
VA Facilities.Maryland.Vet Center,https://capmanagementllc.partner.socrata.com/d/iia9-6asf,,https://capmanagementllc.partner.socrata.com/resource/iia9-6asf.json,
VA Facilities (CA).Vet_Center,https://capmanagementllc.partner.socrata.com/d/2m55-wxae,,https://capmanagementllc.partner.socrata.com/resource/2m55-wxae.json,
NY MultiPoly,https://capmanagementllc.partner.socrata.com/d/gq64-x4fg,,https://capmanagementllc.partner.socrata.com/resource/gq64-x4fg.json,
Test GPRA Measure,https://capmanagementllc.partner.socrata.com/d/nc6y-8axb,,https://capmanagementllc.partner.socrata.com/resource/nc6y-8axb.json,
TEST Hwy Rail Crossing Data Story,https://capmanagementllc.partner.socrata.com/stories/s/2hif-pb2v/preview,,,
Data Testing,https://capmanagementllc.partner.socrata.com/d/4hk4-g6fa,,https://capmanagementllc.partner.socrata.com/resource/4hk4-g6fa.json,
Hospital_Inpatient_Stays1,https://capmanagementllc.partner.socrata.com/d/uvyx-v8wi,,https://capmanagementllc.partner.socrata.com/resource/uvyx-v8wi.json,
Casualties,https://capmanagementllc.partner.socrata.com/stories/s/uetf-fwbd,,,
DOT FRA - County Info,https://capmanagementllc.partner.socrata.com/d/uvik-j4ym,,https://capmanagementllc.partner.socrata.com/resource/uvik-j4ym.json,
Resolution of commercial leases that expire this fiscal year,https://capmanagementllc.partner.socrata.com/d/vs5w-udeh,,https://capmanagementllc.partner.socrata.com/resource/vs5w-udeh.json,
Texas By County And Highway User Visual,https://capmanagementllc.partner.socrata.com/d/qm4u-qd87,,https://capmanagementllc.partner.socrata.com/resource/qm4u-qd87.json,
Join Using Only State and County Fips,https://capmanagementllc.partner.socrata.com/d/qx2r-4uan,,https://capmanagementllc.partner.socrata.com/resource/qx2r-4uan.json,
test,https://capmanagementllc.partner.socrata.com/d/fd3i-hpes/revisions/1,,,
View based on Alabama Population by County,https://capmanagementllc.partner.socrata.com/d/bwrs-4aus,,https://capmanagementllc.partner.socrata.com/resource/bwrs-4aus.json,
CMS Ambulatory Surgical Centers and Independent Free Standing Emergency Departments Enrolled in Medicare As Hospital Providers,https://capmanagementllc.partner.socrata.com/d/nssp-b9gw,,https://capmanagementllc.partner.socrata.com/resource/nssp-b9gw.json,
CMS Agency for Healthcare Research and Quality (AHRQ) Patient Safety Indicator 11 (PSI-11) Measure Rates,https://capmanagementllc.partner.socrata.com/d/bpza-63dn,,https://capmanagementllc.partner.socrata.com/resource/bpza-63dn.json,
CMS Accountable Care Organization Skilled Nursing Facility Affiliates,https://capmanagementllc.partner.socrata.com/d/rhdw-exe9,,https://capmanagementllc.partner.socrata.com/resource/rhdw-exe9.json,
FRA Landing Page,https://capmanagementllc.partner.socrata.com/stories/s/jdbw-43dd/preview,,,
Tiger railroad lines,https://capmanagementllc.partner.socrata.com/d/5fsa-ztaq,,https://capmanagementllc.partner.socrata.com/resource/5fsa-ztaq.json,
Medical_Conditions,https://capmanagementllc.partner.socrata.com/d/nqk7-fsn7,,https://capmanagementllc.partner.socrata.com/resource/nqk7-fsn7.json,
Join Using County Names and 2 And clauses,https://capmanagementllc.partner.socrata.com/d/62ps-zrpm,,https://capmanagementllc.partner.socrata.com/resource/62ps-zrpm.json,
multipolygon test - deleteme,https://capmanagementllc.partner.socrata.com/d/w7z5-xptk,,https://capmanagementllc.partner.socrata.com/resource/w7z5-xptk.json,
1.11 Trespass Nonfatal,https://capmanagementllc.partner.socrata.com/d/vrii-r44b/revisions/2,,https://capmanagementllc.partner.socrata.com/resource/vrii-r44b:2.json,
Test Aggregation_state,https://capmanagementllc.partner.socrata.com/d/ahkk-4bhh,,https://capmanagementllc.partner.socrata.com/resource/ahkk-4bhh.json,
View based on Alabama Population by County,https://capmanagementllc.partner.socrata.com/d/g6mg-3nn8,,https://capmanagementllc.partner.socrata.com/resource/g6mg-3nn8.json,
